betaT,delta1,piT,betaS,delta2,piS,ttau,log10TN,w,k1,k2,gamma,T10,T20,I10,c
2.763172843131719e-05,1.4448936015314624,81.72198167211424,1.318568236955242e-06,1.8531336018048523,1.2931166173088702,5.277747893548226,7.479559590833321,0.005904764280439043,4.0,4.0,0.001,4000000.0,480000000.0,1.0,10.0
2.6653382481743208e-05,1.0621183093233626,53.74824396375515,5.493356044803367e-06,3.9592093695892663,2.882712514803969,6.670667935279849,6.955451599860559,0.003659794083453583,4.0,4.0,0.001,4000000.0,480000000.0,1.0,10.0
2.5190950258215507e-05,1.1833078617615964,34.19534864354431,2.393754168395491e-06,7.235777166119211,0.9003811023078873,6.868538032140195,6.864065215109961,0.005059363759064834,4.0,4.0,0.001,4000000.0,480000000.0,1.0,10.0
2.923620696477429e-05,1.254068161653098,17.477716371367496,3.426401564514407e-06,5.4653815723350405,1.479237155674242,5.962414225915063,7.880523682564532,0.020351911792419457,4.0,4.0,0.001,4000000.0,480000000.0,1.0,10.0
2.685282934777294e-05,0.9986266196311173,132.2745764120315,2.4955931133700973e-06,5.796703945778584,1.4118067400161225,7.3014462117585355,7.205430360502945,0.039075725039159195,4.0,4.0,0.001,4000000.0,480000000.0,1.0,10.0
1.2872440799758912e-05,1.3012252682426342,49.13019529748523,2.6625383132206803e-06,6.526754245215127,2.1767366570955873,6.097807367281758,7.903902264669718,0.042945355833492176,4.0,4.0,0.001,4000000.0,480000000.0,1.0,10.0
1.3673261040378654e-05,1.0823588130803747,15.371539352881346,2.1189750039149515e-06,3.69107298468875,2.2238421735492757,6.81492037291098,7.713224501196326,0.012469024047027329,4.0,4.0,0.001,4000000.0,480000000.0,1.0,10.0
1.7249823599644017e-05,1.0543021225942153,138.27628774144517,1.12640219041864e-06,3.4096300633764107,0.6053191468386196,7.392854673975794,7.9772784541686095,0.06500287494426506,4.0,4.0,0.001,4000000.0,480000000.0,1.0,10.0
7.530412958589618e-06,0.9381059038478053,10.00179356364083,6.06882508430692e-07,3.4601743292261937,0.9839202239465694,6.1801540757400835,7.566301876329763,0.01933770539341218,4.0,4.0,0.001,4000000.0,480000000.0,1.0,10.0
5.5557247327378304e-06,0.9771961692141331,17.91818509813391,1.575808723208102e-06,1.9815776831286636,0.7774308667991426,5.332977991003084,8.007435369288137,0.03877559993624345,4.0,4.0,0.001,4000000.0,480000000.0,1.0,10.0
2.03198114322602e-05,1.0694535792601805,17.21169715738563,1.0598168799734265e-06,7.993736111712355,1.5357823837624234,7.26683413929437,7.5565858019110195,0.016426124323995286,4.0,4.0,0.001,4000000.0,480000000.0,1.0,10.0
2.5992664687813766e-06,1.202634441143952,113.59330080450981,1.5359365678765709e-06,3.2928716605883293,0.7936653301713212,6.662168384674787,7.3276099910681625,0.01519418248200379,4.0,4.0,0.001,4000000.0,480000000.0,1.0,10.0
2.1667186116075874e-05,1.1306080835749261,35.682968550401,7.44220942494516e-07,9.708553488166807,0.8185504354686601,6.775295797224154,8.162384710489334,0.0013630724663892604,4.0,4.0,0.001,4000000.0,480000000.0,1.0,10.0
7.165801331568751e-06,1.1565967475401264,23.55067831807196,1.2335595153844845e-06,8.437093290132633,0.7955896894891196,6.456970347063267,7.25417336696435,0.01735065729647533,4.0,4.0,0.001,4000000.0,480000000.0,1.0,10.0
2.7570749864858177e-05,1.2237774395192378,52.6286069588419,6.643400887102269e-07,1.3503945169541192,4.485463451003308,6.779463592376511,7.148431720734981,0.020917171124025122,4.0,4.0,0.001,4000000.0,480000000.0,1.0,10.0
2.752015671283123e-05,1.0823153518821977,49.795827841232764,2.175382990548166e-06,6.868060848795632,2.1953120960361536,6.206732182050691,7.862457944465352,0.04822458426228714,4.0,4.0,0.001,4000000.0,480000000.0,1.0,10.0
9.207350158117459e-06,1.1787062579039695,35.565969201832594,1.2969844431539718e-06,6.185642225490485,3.725497504643858,6.317677133239135,7.670702362044773,0.019051373286962586,4.0,4.0,0.001,4000000.0,480000000.0,1.0,10.0
4.8401866342036964e-06,1.3156711599817552,33.35394524906761,2.5318019250747267e-06,5.709164591742469,3.0340670071821254,5.352663320749423,7.933026920794796,0.007185575445930898,4.0,4.0,0.001,4000000.0,480000000.0,1.0,10.0
1.9732968701446227e-05,1.143370929991529,105.76951220653264,1.0882781864872556e-06,5.449944174271446,3.041378379332343,6.165201165430699,7.913874606285714,0.027528843088118263,4.0,4.0,0.001,4000000.0,480000000.0,1.0,10.0
1.1978118155012454e-05,1.1274438829601863,1.2535552718866043,2.1071473342897374e-06,5.1963998395197475,3.7690377437862974,5.350915036259423,7.555790040718063,0.017708589805918717,4.0,4.0,0.001,4000000.0,480000000.0,1.0,10.0
1.0490338088374563e-05,1.4288845069209835,18.523412756770963,5.371462602605614e-06,3.759901686657114,3.214973937292278,6.858548232384775,7.5923129100391815,0.003983242972928759,4.0,4.0,0.001,4000000.0,480000000.0,1.0,10.0
5.9168569127495e-06,1.1322313747336192,49.42539504650107,4.166879846864596e-07,5.035828233754429,1.9494234707161058,5.227385782905172,7.28235645934572,0.012890321720080896,4.0,4.0,0.001,4000000.0,480000000.0,1.0,10.0
4.5119759933392035e-06,1.026622082667273,11.328887214322238,3.6959197384776214e-06,6.598984197279838,2.797070386689429,5.502025724090874,6.60177491739458,0.010190671816543158,4.0,4.0,0.001,4000000.0,480000000.0,1.0,10.0
6.825925542493585e-06,1.233211134990887,34.87167027700211,3.849561299175827e-06,4.62868918183031,3.4230203361035683,5.859761267082461,7.408293197302461,0.028620085429789954,4.0,4.0,0.001,4000000.0,480000000.0,1.0,10.0
3.1944379727304035e-05,0.9141038266444397,128.38524213507242,1.6218624667207548e-06,5.465789255597587,1.7448445829395776,6.47645592748316,8.110173254286229,0.019847029167549202,4.0,4.0,0.001,4000000.0,480000000.0,1.0,10.0
2.2424121037621e-05,1.0911015178372319,15.265497259710394,9.739942531627738e-07,3.4979569225818157,2.8279839670483455,5.8033126992274475,7.402569170795754,0.045256539227141256,4.0,4.0,0.001,4000000.0,480000000.0,1.0,10.0
1.3733895773477711e-05,1.258743544534917,51.21759548138091,3.3383168671619516e-06,2.506641409899004,1.6277848815015974,5.177820533381089,7.90308845044623,0.018488498732889293,4.0,4.0,0.001,4000000.0,480000000.0,1.0,10.0
3.223504006489776e-05,1.2617579138928734,54.66536204041462,3.656907968709489e-07,3.3440558193149394,2.074603775066661,5.072699321202558,8.056315716868163,0.01859136533830611,4.0,4.0,0.001,4000000.0,480000000.0,1.0,10.0
2.5171439813420025e-05,0.8141033200983501,2.930775213000663,2.0581305787711744e-06,3.5778944549785163,1.8726406830800402,5.2029599551314,7.650593355867283,0.04665243442316902,4.0,4.0,0.001,4000000.0,480000000.0,1.0,10.0
2.8292917392200888e-06,0.9027442244292825,20.288513328544184,1.8120933328077013e-06,6.910891432557985,0.7058736511442664,6.692963510341237,8.22550528883364,0.016561493056995193,4.0,4.0,0.001,4000000.0,480000000.0,1.0,10.0
6.044843367472584e-06,1.4658437376599454,52.70992431595856,2.1996007185700338e-07,2.8217941132090076,0.47285344836052423,5.991433801752859,7.669205014510904,0.017791063857443116,4.0,4.0,0.001,4000000.0,480000000.0,1.0,10.0
3.958070536470035e-06,1.0501748484463402,39.98397412219232,1.7371621267470423e-06,2.414995341602726,2.4272953833649913,6.919337721604973,6.981383139628587,0.015869265217298534,4.0,4.0,0.001,4000000.0,480000000.0,1.0,10.0
2.4843993161120885e-05,0.8580361139626698,94.57324382241718,2.239271208263882e-06,4.226921921749842,2.603449130845115,6.936099415749723,7.2348521696118455,0.0348198724387966,4.0,4.0,0.001,4000000.0,480000000.0,1.0,10.0
1.722965810161345e-06,1.3374825421156846,49.71387817188467,2.010258764832745e-06,7.7078563210924536,1.5404090686088723,7.346861717185669,8.019425597487471,0.0027224615548968787,4.0,4.0,0.001,4000000.0,480000000.0,1.0,10.0
1.1763846644374456e-06,0.8977916149170667,45.081059391869026,3.91278867628898e-07,2.3940777487636726,2.405490249853165,6.0629526483470135,7.902841995506656,0.04023184215484939,4.0,4.0,0.001,4000000.0,480000000.0,1.0,10.0
2.499091953800815e-06,1.2695266366792206,118.65747822609555,7.955001436382976e-07,6.779190980475418,2.9868580697813183,6.526355318107296,6.653737178779866,0.0038817395409616907,4.0,4.0,0.001,4000000.0,480000000.0,1.0,10.0
2.6725641392094363e-05,1.1915879367950657,75.37707855571492,6.302809927070567e-07,5.326636529467082,5.227525576936916,6.980320423737367,7.590291013234533,0.032090559769028845,4.0,4.0,0.001,4000000.0,480000000.0,1.0,10.0
1.8867768853926567e-06,1.2378905527395883,102.8510689995135,2.379154231257921e-06,6.032195686196609,1.4819085774670284,5.990542034115469,8.066539183530232,0.020266368579112685,4.0,4.0,0.001,4000000.0,480000000.0,1.0,10.0
4.677619905064353e-06,1.2732650911399166,17.12597091307959,9.388049139186006e-07,5.79357711114781,3.8924302223282217,6.957428824928833,6.947775476892039,0.018779731613393337,4.0,4.0,0.001,4000000.0,480000000.0,1.0,10.0
1.1740592789234914e-07,1.1823526092314793,15.85733610160414,5.457338532455182e-07,1.994102331753675,4.275708788317107,6.303872278161883,7.112479805443131,0.020441352507577226,4.0,4.0,0.001,4000000.0,480000000.0,1.0,10.0
1.3305525196785039e-05,1.1426890075611738,6.04358621642658,1.0397511791487824e-06,4.047758321645097,0.22955434892613624,5.26907379417388,8.090304656048007,0.02856397258287932,4.0,4.0,0.001,4000000.0,480000000.0,1.0,10.0
6.159561605818734e-07,1.0082832103632418,62.901102383418554,3.073022316317785e-06,1.1315619262717016,0.8536734660670047,5.855428970397499,8.180336755995597,0.01575665425343845,4.0,4.0,0.001,4000000.0,480000000.0,1.0,10.0
4.667716778784404e-05,1.4509777183587618,5.859343340628807,1.6548977168631983e-07,1.1866940891727737,2.834564957778978,5.813304699424076,7.592837890839043,0.053830447046400574,4.0,4.0,0.001,4000000.0,480000000.0,1.0,10.0
2.3480374479458407e-05,1.0332267426661457,20.38578176440438,2.8619293549630435e-06,2.0397893703974055,5.220553669325169,5.604746265050128,7.820460392041507,0.025767621952444454,4.0,4.0,0.001,4000000.0,480000000.0,1.0,10.0
1.4494122928378802e-05,0.8503819678009767,78.11108534742702,3.074763521082564e-06,5.631551253603756,1.5460436767492312,6.5280413098500185,7.608479075524841,0.0024945436027808215,4.0,4.0,0.001,4000000.0,480000000.0,1.0,10.0
1.2535850490168042e-05,1.3095565486890897,2.121725206909227,1.8806982875993068e-06,6.283696585962768,2.006624242594739,5.361200934796627,7.829936542521677,0.01863312074388525,4.0,4.0,0.001,4000000.0,480000000.0,1.0,10.0
1.9956818738857585e-05,1.1594269859937518,67.65368503356213,1.1993342555282444e-06,1.0217988668709035,2.0403126915105227,6.621396331872428,6.933618916105864,0.024837393781031697,4.0,4.0,0.001,4000000.0,480000000.0,1.0,10.0
4.5198048791771564e-05,0.9494742460497112,13.300867411191932,1.362111274554462e-06,6.192789357845462,3.001893351712202,6.099218463425777,7.496470542562518,0.011649042376906933,4.0,4.0,0.001,4000000.0,480000000.0,1.0,10.0
3.350285238826756e-05,1.1192551361767342,81.85083829196198,3.873713639179197e-06,1.9106264805806092,2.8636029749478245,7.303762797648836,8.04739943949182,0.0012635089762241694,4.0,4.0,0.001,4000000.0,480000000.0,1.0,10.0
2.9260578365404025e-06,1.2894008370277816,50.126026102581996,9.445659319367666e-07,4.748642575844679,4.930639681099194,6.137101034922607,7.6282433699234975,0.009565009223497187,4.0,4.0,0.001,4000000.0,480000000.0,1.0,10.0
3.947045793295638e-06,1.3519114032089594,100.67566726436166,1.0835321494918213e-06,4.7632277136731265,2.2828912140950806,6.539483346984604,8.274740236588718,0.0070209591552271924,4.0,4.0,0.001,4000000.0,480000000.0,1.0,10.0
1.5216159743434632e-05,1.20355220723799,69.99927984175841,1.1960887546100536e-06,5.101942010670391,0.7816043284483777,6.647967827887044,7.331959749644001,0.0010806413233934687,4.0,4.0,0.001,4000000.0,480000000.0,1.0,10.0
3.180918403749611e-05,1.0904431449455192,58.86823172298036,1.8276728504364698e-06,4.475770144383563,0.6612622587979731,5.749482643882096,7.868070950297905,0.030155665631794507,4.0,4.0,0.001,4000000.0,480000000.0,1.0,10.0
2.4822065666380903e-05,1.2106512487138905,10.543198788789478,5.600715739748677e-07,6.568062512871742,4.711695956007187,5.536049218696421,7.479064779681813,0.004876511140984142,4.0,4.0,0.001,4000000.0,480000000.0,1.0,10.0
8.095400965638228e-06,1.1888911942949352,50.677683303361825,9.371195010309752e-07,1.5431868068394166,1.5845454075937733,6.746920230446917,7.97375455704536,0.05410618380992192,4.0,4.0,0.001,4000000.0,480000000.0,1.0,10.0
2.238920391460813e-06,1.416775179303596,78.99691062565783,1.6055850015591578e-06,4.177141266668776,2.8886408093121085,6.109763457673484,7.61331375277879,0.006987285483345833,4.0,4.0,0.001,4000000.0,480000000.0,1.0,10.0
1.054956273062189e-05,1.1172169525002469,94.07022392190781,1.7074667586703936e-06,2.9716967973777404,0.7546091019530563,7.046091598213901,8.280186241715626,0.01577606400140616,4.0,4.0,0.001,4000000.0,480000000.0,1.0,10.0
1.4368112519511346e-05,1.1133053001360622,61.236743941100244,2.5963630185639187e-06,6.502715952394986,1.0985273940772706,6.992399473142267,6.725015184344598,0.004976197008500801,4.0,4.0,0.001,4000000.0,480000000.0,1.0,10.0
1.816938158256566e-05,1.1871384283849626,87.36672887525876,2.2942784236585312e-06,3.4985365780339093,1.4674649607830332,6.23920081873562,8.265586121254536,0.018327952871695776,4.0,4.0,0.001,4000000.0,480000000.0,1.0,10.0
3.4392176063641644e-05,1.2389052671881349,54.89490993357121,1.1548430200789656e-06,7.380527734300578,5.561366410402426,7.553486318297881,7.699574480287077,0.029539299219556985,4.0,4.0,0.001,4000000.0,480000000.0,1.0,10.0
6.5722966352467105e-06,1.134913667065296,48.440571119661335,2.3659761786545617e-06,4.681784929335973,2.301982536268544,6.2293450856813335,7.3722892363055985,0.0006155654622666439,4.0,4.0,0.001,4000000.0,480000000.0,1.0,10.0
2.8308196400618297e-05,0.9582362090368166,103.92287572500524,2.185505554990632e-06,6.31476342501205,1.2021250345910222,6.167949345982402,7.920191353942372,0.006823567935167525,4.0,4.0,0.001,4000000.0,480000000.0,1.0,10.0
1.9845820956847005e-05,1.4630842318540973,73.88071245963833,2.3149086180024888e-06,9.42679864117127,1.2183008432738478,7.125384829692818,7.305332596398159,0.006010736172641984,4.0,4.0,0.001,4000000.0,480000000.0,1.0,10.0
1.8582787520223322e-05,1.260765558802304,57.44977488825282,5.697724339035659e-07,1.156850197934343,3.6556603639742233,6.828603346279314,7.258531483387833,0.019362138286415708,4.0,4.0,0.001,4000000.0,480000000.0,1.0,10.0
2.073228316641587e-05,1.255899026370474,106.50559305708411,1.385052310909663e-06,2.356329963959257,0.24103955755735895,4.444714490503182,7.773767434463348,0.003289720678367213,4.0,4.0,0.001,4000000.0,480000000.0,1.0,10.0
6.068328062346472e-06,1.4373719018115647,17.839466325545686,3.278853390068352e-06,3.745366644502724,1.3407872940603536,4.592483736195345,7.727854669266044,0.020740723928417356,4.0,4.0,0.001,4000000.0,480000000.0,1.0,10.0
3.520433849896728e-06,1.020299228748558,30.021107810906692,1.463292272299309e-06,2.0570444802946546,4.481075283075697,7.069381766956029,7.956957294392939,0.03419465096881707,4.0,4.0,0.001,4000000.0,480000000.0,1.0,10.0
1.7916699101674892e-05,1.3511836304344937,112.58224542191664,2.829547546075919e-06,5.202283449861273,0.9045234044447797,7.1499026752604795,8.03849568675057,0.027531040214087598,4.0,4.0,0.001,4000000.0,480000000.0,1.0,10.0
3.307412820181847e-05,1.110873442180317,52.146589932956964,1.4487934922371257e-06,8.157848584923377,0.8918899531912683,6.521261476911979,7.7105688039383145,0.003597875804809972,4.0,4.0,0.001,4000000.0,480000000.0,1.0,10.0
7.767634166264141e-07,1.0344938221012028,181.45357278940827,1.3860842684493229e-06,4.0646734839718555,2.1201758940141646,6.374103014032841,8.201730576654702,0.017661450027601305,4.0,4.0,0.001,4000000.0,480000000.0,1.0,10.0
2.6863871820806943e-05,1.1524683727291865,47.724689229588954,1.7734723473372277e-06,5.5624691369298205,1.6465112400409512,6.779656698408599,6.908443306456146,0.017866258601458726,4.0,4.0,0.001,4000000.0,480000000.0,1.0,10.0
1.0476102318884105e-05,1.3212657955123255,166.4779865892956,2.628657360198421e-07,3.343401123618663,2.8199248304707245,7.3345806367652715,8.184083572609309,0.01731605342377014,4.0,4.0,0.001,4000000.0,480000000.0,1.0,10.0
2.875080072162626e-05,1.060940570387257,4.433588443680005,4.2866378159988984e-07,3.48656651259724,1.038637757004893,6.470160013452255,8.211426585438469,0.029939061881421106,4.0,4.0,0.001,4000000.0,480000000.0,1.0,10.0
1.3167783169331876e-05,1.142438305321004,60.95490363517141,2.362292757445221e-06,3.633061812364599,1.480413959424037,6.370698379261468,7.58060465522552,0.004213853775560454,4.0,4.0,0.001,4000000.0,480000000.0,1.0,10.0
1.3127777828907684e-05,1.185166548341783,57.81168610074404,5.681513532083165e-07,5.4268454043256185,1.937716906092671,6.612946767687112,8.047494462565341,0.039075332255763505,4.0,4.0,0.001,4000000.0,480000000.0,1.0,10.0
8.991310657012843e-06,1.4219366375849858,67.73635583123199,7.347814528575183e-07,4.40031375069158,3.915529454552363,6.863394090963984,7.869349450523911,0.030800382315510213,4.0,4.0,0.001,4000000.0,480000000.0,1.0,10.0
1.4532545635203448e-05,1.3415494857056043,90.47931573455125,3.825393267511492e-07,8.775363000861372,1.8220678702023083,6.431297999162235,7.97273731108723,0.010191497017294791,4.0,4.0,0.001,4000000.0,480000000.0,1.0,10.0
3.4033305327245824e-05,1.2122958786861557,5.414000782874171,1.8063025452596916e-06,2.8972688327750546,0.8041909408148211,6.392072228880091,7.596036782185076,0.030538991134381643,4.0,4.0,0.001,4000000.0,480000000.0,1.0,10.0
4.852194739119272e-05,0.8767100133535545,23.111176010468906,1.5916599160705157e-06,6.597277417793366,1.3493472948242529,7.548956301193167,7.9559507455118315,0.011740172745028149,4.0,4.0,0.001,4000000.0,480000000.0,1.0,10.0
8.021121988310981e-06,1.1467530008304765,73.69814595540504,5.431967378629687e-06,5.335018559239545,2.2445449164229654,6.663159685730113,7.778359303289495,0.03661035437000576,4.0,4.0,0.001,4000000.0,480000000.0,1.0,10.0
1.8572640312513086e-05,1.397647794703358,114.80533655831198,4.7523434074831684e-07,3.5613523077341176,2.525631867902994,6.52331303043983,7.310676586603248,0.035687675577227226,4.0,4.0,0.001,4000000.0,480000000.0,1.0,10.0
3.07555658078745e-05,1.2059348782743171,70.80256089824184,3.4899467104134707e-06,3.1558338239898607,2.0132393700331557,6.6917625178705125,7.455971997519253,0.011388561940676745,4.0,4.0,0.001,4000000.0,480000000.0,1.0,10.0
1.4715170802040506e-05,1.111979662171499,36.550031584014405,3.9620724308866e-06,3.8604044749890303,1.7969011108955384,5.919249308990911,7.945463275265521,0.009688045574974416,4.0,4.0,0.001,4000000.0,480000000.0,1.0,10.0
7.001220837963462e-06,1.1154470892180044,1.9451444405080665,8.439128263049092e-07,6.765575514516762,0.4235516326018176,7.199064858606437,8.063018152998588,0.027593156955221538,4.0,4.0,0.001,4000000.0,480000000.0,1.0,10.0
1.4672562647144729e-05,1.1792529083995482,1.5333322954240938,1.442108964759715e-06,3.4301256053589535,3.47697717008786,5.653866426278479,7.5038206277421775,0.024461418081376793,4.0,4.0,0.001,4000000.0,480000000.0,1.0,10.0
3.870059565540123e-05,0.8751673856910893,67.16347622233495,8.123892440811316e-07,4.816752198956895,3.3750778314103993,5.815784471115428,7.199922624890961,0.0340191878100364,4.0,4.0,0.001,4000000.0,480000000.0,1.0,10.0
3.151848883970879e-06,0.8859003392193119,78.77412141212717,1.3048350177442856e-06,5.4740036247042445,0.6449163908799462,5.4646198121689515,6.858107132810804,0.01449128298223225,4.0,4.0,0.001,4000000.0,480000000.0,1.0,10.0
4.801321200339996e-05,1.2322005198499377,46.92991629420122,5.508881064313025e-07,4.972599346866941,1.2360662911408882,6.755163619738195,7.470455339522301,0.0028377208619278335,4.0,4.0,0.001,4000000.0,480000000.0,1.0,10.0
1.466046595018141e-05,0.950281706742212,53.169265506644216,5.746683997015163e-07,3.78518094109094,2.1735706842361533,6.958999345081543,8.170493254886468,0.02357425244294833,4.0,4.0,0.001,4000000.0,480000000.0,1.0,10.0
2.5814368262028105e-05,0.8363031830089434,4.374525324497163,1.9454770977510074e-06,7.9048181088585565,1.3795006056971522,6.868620292556291,7.4824966591516615,0.02300757731807018,4.0,4.0,0.001,4000000.0,480000000.0,1.0,10.0
3.518367522525927e-05,1.2544511155911975,35.761374951961116,1.115663064485791e-06,3.991818447284045,2.5064626632643856,6.3861156924897475,7.498556897827711,0.03259315779000204,4.0,4.0,0.001,4000000.0,480000000.0,1.0,10.0
2.3345966724142863e-05,1.013820129450051,89.51441386065815,2.9281178027836e-06,8.794011947140122,1.389548424595242,5.874587349730933,6.830729249484888,0.0025485984588865225,4.0,4.0,0.001,4000000.0,480000000.0,1.0,10.0
3.0462516539784924e-05,0.9867715354633322,83.91808741138261,1.631854484840066e-06,4.02179383402607,0.7961932099437511,6.16239318818,8.23968073011411,0.01759491994797269,4.0,4.0,0.001,4000000.0,480000000.0,1.0,10.0
3.5367464029066625e-05,1.350202257355332,105.03312155912315,5.439256102214582e-07,4.1641291181517825,2.6526702764113717,6.306910132422432,7.64416657041472,0.02597890551144919,4.0,4.0,0.001,4000000.0,480000000.0,1.0,10.0
1.4013297632753233e-05,0.8739555797164478,114.47455550753733,2.3757921634545795e-06,5.050261532327722,1.1769115131884158,5.604829428357277,7.715470107859874,0.018844523413127392,4.0,4.0,0.001,4000000.0,480000000.0,1.0,10.0
1.667878159043468e-05,1.2579556747148615,77.50357912567314,2.4295038274171343e-06,7.988640842902377,3.394189599858685,6.898212810466487,7.6885816361638515,0.015057627752220292,4.0,4.0,0.001,4000000.0,480000000.0,1.0,10.0
9.450990829164073e-06,1.0699012547595008,27.87170065090983,8.221617283915404e-07,2.41339935911365,2.181192966412996,6.66191698611577,7.5130063406648055,0.010542244159374943,4.0,4.0,0.001,4000000.0,480000000.0,1.0,10.0
1.8447679795185883e-05,1.247545193863227,59.23858035159048,4.341634374083172e-07,6.990540067631137,0.36648719467571156,6.466829510831016,8.090638435291643,0.024063105544011757,4.0,4.0,0.001,4000000.0,480000000.0,1.0,10.0
1.7361386265204743e-05,1.3398096115926947,39.75113100453829,1.5550843187871945e-06,4.2259563465438195,1.6388292079243918,6.569773876522888,8.07405560540931,0.03987876587346482,4.0,4.0,0.001,4000000.0,480000000.0,1.0,10.0
9.801610342640425e-07,1.3526020153745266,2.9999517266204805,2.8108388962817087e-06,2.2778251481507477,1.3585347555858207,5.9760937522512805,7.166350366798577,0.010593132465509327,4.0,4.0,0.001,4000000.0,480000000.0,1.0,10.0
2.9328211080569176e-05,1.4113756837648266,21.880290996931073,3.6579376838253914e-06,1.9850122486834043,0.6428291276913238,6.032396408538811,8.064386987473823,0.02419726842302183,4.0,4.0,0.001,4000000.0,480000000.0,1.0,10.0
2.9787535755300036e-05,1.1085381193532333,84.6624548111811,1.39002110395492e-06,1.927175569150838,0.38313379473407116,6.060002315033695,8.104504277424542,0.023994573043947923,4.0,4.0,0.001,4000000.0,480000000.0,1.0,10.0
2.2321293634565524e-05,1.049236502994222,18.162187892464463,3.3710316997632706e-06,3.2873615144366384,1.5445312526344632,6.254185196141369,7.246801151836061,0.02096614813008496,4.0,4.0,0.001,4000000.0,480000000.0,1.0,10.0
1.1070483870291412e-05,0.8651730844095176,14.649322430933568,2.159242206903632e-06,2.562378492361493,1.3804068678779922,6.540211432841011,7.118753595286198,0.009003413782082477,4.0,4.0,0.001,4000000.0,480000000.0,1.0,10.0
9.422982368882698e-06,0.9892300005192604,9.142507706883897,1.8747004823198306e-06,5.297284835272287,1.0348269822416154,6.8978348032004835,8.04118515793501,0.027454089886164334,4.0,4.0,0.001,4000000.0,480000000.0,1.0,10.0
2.0140113524903806e-05,1.4443617334526284,9.203787171137176,2.965742387828311e-06,7.282356417541571,2.834508623460669,6.2482992741003835,7.791482165000844,0.038894041602031054,4.0,4.0,0.001,4000000.0,480000000.0,1.0,10.0
1.8545751122832585e-05,0.9380456597345749,13.183399755648052,6.1165246230973544e-06,7.205649853012047,0.7227221074611573,6.958339745427246,7.163227162674184,0.016741315268377244,4.0,4.0,0.001,4000000.0,480000000.0,1.0,10.0
2.125629297644453e-05,1.213274122366847,24.6612725869947,3.4486654710948474e-07,5.945932806975157,1.9139200129249572,7.041612470778436,7.950621185293619,0.01154080148223714,4.0,4.0,0.001,4000000.0,480000000.0,1.0,10.0
3.4907531660798445e-05,0.9587784186841903,46.32708247088109,1.4633670365596521e-06,3.112835855988328,3.901057424708969,6.694874517329128,8.213568295000465,0.04430528173218314,4.0,4.0,0.001,4000000.0,480000000.0,1.0,10.0
2.014052406830971e-05,1.368042651121431,53.014638786433764,2.855811775470341e-06,4.88428182544467,2.2266852986370944,7.0279304024887645,7.162601534967249,0.03472045525240294,4.0,4.0,0.001,4000000.0,480000000.0,1.0,10.0
3.2315741057978164e-05,1.2368525292133636,81.44417476423686,4.199980205677731e-07,1.4831759264248938,2.82374046353179,7.274097605993031,7.7462556105109694,0.038765276867020124,4.0,4.0,0.001,4000000.0,480000000.0,1.0,10.0
1.619169951854472e-05,1.4397317644443934,110.9811463382726,5.841499438086169e-07,2.303149692474884,0.5426815226177286,5.3485762917694855,7.5584751141252005,0.04869600600013288,4.0,4.0,0.001,4000000.0,480000000.0,1.0,10.0
5.826670115483671e-06,1.3532986703536165,153.3499994541944,2.2904715276069008e-07,6.26452506330218,3.9785477119433708,6.002691540324373,8.158458385487613,0.019047594832092275,4.0,4.0,0.001,4000000.0,480000000.0,1.0,10.0
2.5754577165733986e-05,1.2009675013646937,35.670912637954906,8.713860846864791e-07,2.4768607793652975,0.6229438130344742,5.11266892366614,7.7621623809305085,0.0004261864184409324,4.0,4.0,0.001,4000000.0,480000000.0,1.0,10.0
2.875482758310102e-05,1.0526937434970147,19.328500508292553,1.5128095894949464e-06,2.407540033985202,2.8217602623210905,6.658864323604421,7.316394847746439,0.029366108714565957,4.0,4.0,0.001,4000000.0,480000000.0,1.0,10.0
1.582406716836845e-05,1.277582308244955,8.733873267514909,7.293191687047089e-07,8.60656453927981,2.5683879715202895,5.35875960037064,6.817971138301078,0.01359867815927437,4.0,4.0,0.001,4000000.0,480000000.0,1.0,10.0
1.1890535053323465e-05,1.1094315322403272,94.85492326917755,1.686019904371733e-06,5.561093145863831,3.1401177747978943,6.208970573875049,7.578993161290024,0.021719608958479054,4.0,4.0,0.001,4000000.0,480000000.0,1.0,10.0
2.521036134546667e-05,0.9615494086764755,77.67463711370776,2.768543227413538e-06,4.846376200486306,3.1456008690975996,5.09052529652362,6.45218978656319,0.01894128742831607,4.0,4.0,0.001,4000000.0,480000000.0,1.0,10.0
1.2253378132445196e-05,0.8876960941135162,11.296953683985315,3.613258808456231e-06,6.032425705322017,1.948146596983784,5.86210476603652,7.744355520374323,0.0038001627729231592,4.0,4.0,0.001,4000000.0,480000000.0,1.0,10.0
2.8079370071950243e-05,1.126062714539024,21.980907462444687,1.7984451219188892e-06,2.965468463497536,3.4307081989396155,5.318941410251141,8.220248160509486,0.03538728152484475,4.0,4.0,0.001,4000000.0,480000000.0,1.0,10.0
2.666519737065256e-05,1.2629406495337814,37.15698745901805,1.196959133803603e-06,1.9117867290889814,0.6234300774545036,5.0766808811070065,8.084036229972764,0.03655879824153259,4.0,4.0,0.001,4000000.0,480000000.0,1.0,10.0
8.227454125475662e-06,1.2024093914859517,77.71840892832557,2.5312979874926634e-07,6.400686039487032,2.2330334012364466,5.800713928244825,7.742141253719275,0.02011956847164685,4.0,4.0,0.001,4000000.0,480000000.0,1.0,10.0
